uid,filename,class_folder,label,sha256,bytes,width,height,mode,format
Yes/IMG_0264.jpeg,IMG_0264.jpeg,Yes,1,649e59767e2b1563babd25236ab028e5420df1b4ec14485dc4856e41842d3c74,30859,382,270,RGB,JPEG
Yes/IMG_0265.jpeg,IMG_0265.jpeg,Yes,1,8f1bff23aa56ad9952bf9684f61a1e83c8135eb3c3daabb10397170da821cae8,32629,528,247,RGB,JPEG
Yes/IMG_0266.jpeg,IMG_0266.jpeg,Yes,1,49ac8dce126f6cbfbcffea1ce7bc72ea426940c75f8fb30249f4e7a7bf19d7f4,71009,614,491,RGB,JPEG
Yes/IMG_0267.jpeg,IMG_0267.jpeg,Yes,1,11b419b7f0195c67356ec079bcb02b1457c8a0482dfcc9e537be0653e8582abf,29803,263,355,RGB,JPEG
Yes/IMG_0268.jpeg,IMG_0268.jpeg,Yes,1,76f742b972acbd9509c8c14099f146ee556d2db0beabc66feb3e45b4d30e0742,73684,702,491,RGB,JPEG
Yes/IMG_0269.jpeg,IMG_0269.jpeg,Yes,1,2dd7983ccda88502764308fb33b6042e6e6f1c06027218f2aa16377d1f86fb3d,29484,334,275,RGB,JPEG
Yes/IMG_0270.jpeg,IMG_0270.jpeg,Yes,1,6671584593db507e93eecb521987dbcc7a65f00a8bd1e5d3cfbb75de511f3dd0,65378,560,491,RGB,JPEG
Yes/IMG_0271.jpeg,IMG_0271.jpeg,Yes,1,3cbd39505310b34437c5c2bdb88e0da4c303599cca1a8efe71ece0600d9d7d86,65341,579,491,RGB,JPEG
Yes/IMG_0272.jpeg,IMG_0272.jpeg,Yes,1,1ea28a59ed43d3037b4ff24b5d633e80bf6ec11344e602c454c93f25fcafb32e,69394,637,491,RGB,JPEG
Yes/IMG_0273.jpeg,IMG_0273.jpeg,Yes,1,74d09a8447860ee5545d9a363ed5a25b0b2e2288d2949551d460f7f05c84ea56,69716,668,491,RGB,JPEG
Yes/IMG_0274.jpeg,IMG_0274.jpeg,Yes,1,4ca995ba44832f6bf38e03b9520cfa9c3d66f07fabc9b8bb649fca3ebe445d75,40353,358,397,RGB,JPEG
Yes/IMG_0275.jpeg,IMG_0275.jpeg,Yes,1,316f950ccf8f54a38ff92b34c84ba0845cfadff090b55ad8138408c6340b2217,37754,386,305,RGB,JPEG
Yes/IMG_0276.jpeg,IMG_0276.jpeg,Yes,1,a4dc76fcf9a15b0a4b221eaaedca51b08e7d1508fc214a16d82e837e0af4f4aa,77419,622,491,RGB,JPEG
Yes/IMG_0277.jpeg,IMG_0277.jpeg,Yes,1,77c8c8be2c5139a86540714e297542745ee6aa4c8230a6f34e984ad3327bebac,76723,637,491,RGB,JPEG
Yes/IMG_0278.jpeg,IMG_0278.jpeg,Yes,1,9495623f40584c021d9fc5c8f9eba084415616d49376de5f836229eba085c46e,81473,664,491,RGB,JPEG
Yes/IMG_0279.jpeg,IMG_0279.jpeg,Yes,1,0d24dfcb789e52fb60f9509fb56567f494ba9cb489333bb698718549336667b0,79160,725,491,RGB,JPEG
Yes/IMG_0280.jpeg,IMG_0280.jpeg,Yes,1,ba68abc78f5721c84d6d286581d716dff238119c262b564537e9aa47c8bdba3d,93752,791,491,RGB,JPEG
Yes/IMG_0281.jpeg,IMG_0281.jpeg,Yes,1,0083faa3f12bee061546cec3ac9b02df31cd589db139894597c77e8df3fd71ed,92577,779,491,RGB,JPEG
Yes/IMG_0282.jpeg,IMG_0282.jpeg,Yes,1,1a749333305381d8cafba2af9ba3d0f999f4a27318aa78169948bbb835ff93a4,66000,499,491,RGB,JPEG
Yes/IMG_0283.jpeg,IMG_0283.jpeg,Yes,1,c0360391a4ac074317e65dc8552e7d048fd6ea13b5a27475504b93d7a4275b99,82051,710,491,RGB,JPEG
Yes/IMG_0284.jpeg,IMG_0284.jpeg,Yes,1,566b969d7581a1500aa8f38bcbf9339819b6534694fba1b37d6e49768c2f0907,102896,798,559,RGB,JPEG
Yes/IMG_0285.jpeg,IMG_0285.jpeg,Yes,1,69c01145eb28ad7a1fd4a874e87c2860afd459588816ded31d9425b8b95faeb3,76247,675,491,RGB,JPEG
Yes/IMG_0286.jpeg,IMG_0286.jpeg,Yes,1,ac4d70f72618d4f8ddc218513bf449a079122a621e284fd6480bca1061f050e5,81291,599,580,RGB,JPEG
Yes/IMG_0287.jpeg,IMG_0287.jpeg,Yes,1,1492ef0cbdd0cf2b09cac11f11ab0c68785836cdcb67a3b5a362f487c4e82b89,177769,902,977,RGB,JPEG
Yes/IMG_0288.jpeg,IMG_0288.jpeg,Yes,1,392b9c2b8122102729f6cf93699c7ac6db17ef6f3fd1637ec0308fd80fdac185,112998,956,605,RGB,JPEG
Yes/IMG_0289.jpeg,IMG_0289.jpeg,Yes,1,718817d1fa2eac5c1babdfdcdc85e701f7ee64c72cf77919708723b0e14fa967,59517,472,553,RGB,JPEG
Yes/IMG_0290.jpeg,IMG_0290.jpeg,Yes,1,c6ead96a6977abcfbfa37c76f798299ed4ed54e94816a5468ac35c5dde781bff,48462,415,453,RGB,JPEG
Yes/IMG_0291.jpeg,IMG_0291.jpeg,Yes,1,92ef00fcbcc540017955261031d14ed5fbea7a857f7342a049cb39d57b141557,91486,587,651,RGB,JPEG
Yes/IMG_0292.jpeg,IMG_0292.jpeg,Yes,1,358c29b0eb6f2027b1edaef5a17667b0741dc6acd5d7068565280e087b4e8387,122282,702,831,RGB,JPEG
Yes/IMG_0293.jpeg,IMG_0293.jpeg,Yes,1,bd20b8ed68e17014564da9bd90abdced51366224569ae19f0bfa371c66cf9edf,89682,520,736,RGB,JPEG
Yes/IMG_0294.jpeg,IMG_0294.jpeg,Yes,1,a64515550a4fed37e38278ae35bf0123696f09fd19826ac2a6a2d82616b3c588,109570,635,772,RGB,JPEG
Yes/IMG_0295.jpeg,IMG_0295.jpeg,Yes,1,7ea5c93d68d7f8202465686a7d8f40b7c1ee6907022290305be2a965e52b88d7,61055,412,606,RGB,JPEG
Yes/IMG_0296.jpeg,IMG_0296.jpeg,Yes,1,5ccf60fd206daa6d2c6559e666230c2fdf796c0ec8ad65d4c52e028175647b17,79862,494,686,RGB,JPEG
Yes/IMG_0297.jpeg,IMG_0297.jpeg,Yes,1,4d153126f1307416f099ecde7806f5824fb879665a724818d7da5e599971d7d4,41753,295,578,RGB,JPEG
Yes/IMG_0298.jpeg,IMG_0298.jpeg,Yes,1,529366440ebf680954031eccfd5c4dab2706e4a3b098de51094f7d3ff39824ac,32225,266,439,RGB,JPEG
Yes/IMG_0299.jpeg,IMG_0299.jpeg,Yes,1,0853e4e8b2ff62a9c8c7a767faad4d93727f4d01b32e0d3d89f2d48909d636ba,81848,475,758,RGB,JPEG
Yes/IMG_0300.jpeg,IMG_0300.jpeg,Yes,1,dc907f2c6dad691e36a973841b975e7ee387c476deec111d89f6dce3fda06292,64435,331,746,RGB,JPEG
Yes/IMG_0301.jpeg,IMG_0301.jpeg,Yes,1,fd47f7413bf1f4342ab8c36da1c1dec4d31cb22d0fda814526bb50e112550282,63076,485,469,RGB,JPEG
Yes/IMG_0302.jpeg,IMG_0302.jpeg,Yes,1,53a66ac9d4c1a375260d922424fd350a9fff4a0c3f29d292e7bb506c1c630499,28406,245,410,RGB,JPEG
Yes/IMG_0303.jpeg,IMG_0303.jpeg,Yes,1,dfb5d0d4daae065f3752b3153a41a212c34b98af09503d63a50039f7ef6bb082,32953,295,410,RGB,JPEG
Yes/IMG_0304.jpeg,IMG_0304.jpeg,Yes,1,cf7e9c029159ba4702435d13bf0ae4acbfb794c71eb84e0d5c4fd45e897ed285,32695,356,314,RGB,JPEG
Yes/IMG_0305.jpeg,IMG_0305.jpeg,Yes,1,885e68b4c850ff3798e3290473bc5843622c8ad78e0de154208bdaf5c745b76d,69900,649,492,RGB,JPEG
Yes/IMG_0306.jpeg,IMG_0306.jpeg,Yes,1,432087a345110e98a746e2909d55b51ac9ce2ade1fb361ba303c5d5ac333472e,67211,602,491,RGB,JPEG
Yes/IMG_0307.jpeg,IMG_0307.jpeg,Yes,1,6330c50e75cfd4a738defea4f46aeaf6c8bc2d61fee707c45a533776bc8bb5d2,70074,660,491,RGB,JPEG
Yes/IMG_0308.jpeg,IMG_0308.jpeg,Yes,1,5beed34da82f181752cb3dda0eb361e0096991c650694c0b6fcef164a4e706c9,47144,508,362,RGB,JPEG
Yes/IMG_0309.jpeg,IMG_0309.jpeg,Yes,1,4d7d7c45e0148a794e0c7ee066253a1b31fad74c8c51dbd415373ebfc5346a27,57995,491,491,RGB,JPEG
Yes/IMG_0310.jpeg,IMG_0310.jpeg,Yes,1,e45b674ee7cec47f04e5f4a4512a815b3a9ca1c2bada23ba245256ac3a821e7e,37625,315,405,RGB,JPEG
Yes/IMG_0311.jpeg,IMG_0311.jpeg,Yes,1,0ec3a5e09449b1bdba01103a362e6771de8150729870b2caeb576d3ddfe72357,44900,376,433,RGB,JPEG
Yes/IMG_0312.jpeg,IMG_0312.jpeg,Yes,1,cd39a843b73bb7fc0d23bfd4af7e9d6e5e2b539d4c8cdc8b1f62ebd240042272,42656,460,345,RGB,JPEG
Yes/IMG_0313.jpeg,IMG_0313.jpeg,Yes,1,841f6262aeb2c23425ca99800eba770b8841cede4909fa8742f4091654e5cdd3,42807,375,379,RGB,JPEG
Yes/IMG_0314.jpeg,IMG_0314.jpeg,Yes,1,301b52e9572a800d28a50d7920d5dc77fbd0241cdf57430a85ebfaa1c20ead90,43932,431,398,RGB,JPEG
Yes/IMG_0315.jpeg,IMG_0315.jpeg,Yes,1,5ec12346a1daa63c00c054ab52c522ce5633cb3e5a8bf9285bb900eb07d0248c,44259,502,355,RGB,JPEG
Yes/IMG_0316.jpeg,IMG_0316.jpeg,Yes,1,bd9948aec667ab58ed63de3452d834fc41fe9c8ae0b0214eaf7b1099e0573130,32981,370,331,RGB,JPEG
Yes/IMG_0317.jpeg,IMG_0317.jpeg,Yes,1,b31495f120f55585032434112907ac659be23aeb6b26d820b26991c94265f0e5,41485,417,415,RGB,JPEG
Yes/IMG_0318.jpeg,IMG_0318.jpeg,Yes,1,75b6f1871d1e9e08d05035f32634f30cfcd7856b5e4dae02ec065312b8d05222,33092,297,336,RGB,JPEG
Yes/IMG_0319.jpeg,IMG_0319.jpeg,Yes,1,896f710fb3c35727e21dd6b277914d5587db0059e70687e1602f1f19d8659097,28888,272,317,RGB,JPEG
Yes/IMG_0320.jpeg,IMG_0320.jpeg,Yes,1,a7f73ab0f5ea97ce4487498599e671cf560e53043b2027eb06f7773abdb39def,30163,253,330,RGB,JPEG
Yes/IMG_0321.jpeg,IMG_0321.jpeg,Yes,1,fe7fef4d1de605d7150a87c4098a489696876045c6b2bec56eefff32297208a2,35777,361,303,RGB,JPEG
Yes/IMG_0322.jpeg,IMG_0322.jpeg,Yes,1,1c1511261e1689ab6843cd01638d64fcd36a6177318fba2569a1992f61ec3911,50152,554,337,RGB,JPEG
Yes/IMG_0323.jpeg,IMG_0323.jpeg,Yes,1,eb221b1b437d7ebfe33f02ac4095e6a11f7779c1053a26b5d9e604f02903ffe1,45852,402,375,RGB,JPEG
Yes/IMG_0324.jpeg,IMG_0324.jpeg,Yes,1,289d0dc3ebc0ac47d939ec4cb2892f8deebe78f32f6294e98734f0fc4c3dd41b,41179,308,484,RGB,JPEG
Yes/IMG_0325.jpeg,IMG_0325.jpeg,Yes,1,aba83e3c227809f647aade2d7299d1ca7cba5f7ca15a494ec065a2d1999a0f6e,44887,299,507,RGB,JPEG
Yes/IMG_0326.jpeg,IMG_0326.jpeg,Yes,1,0af0f57b5940bbf4f2e84f4ec6dac1c90b812a30358aa6f42c0686882c04b9f2,40732,299,435,RGB,JPEG
Yes/IMG_0327.jpeg,IMG_0327.jpeg,Yes,1,2b6d123d568c97bed057d919bec6ec1ba42f518120abac16355536f0da628d04,47839,341,456,RGB,JPEG
Yes/IMG_0328.jpeg,IMG_0328.jpeg,Yes,1,8f1c178a45b652bdb366b9892066b45bcc657fff5453580795e475c2c9976aea,36273,304,449,RGB,JPEG
Yes/IMG_0329.jpeg,IMG_0329.jpeg,Yes,1,047f914615cbbb8b1b770df8556c368307930c300a3245fbaa4d3d1bd3f0a9b2,52441,398,490,RGB,JPEG
Yes/IMG_0367.jpeg,IMG_0367.jpeg,Yes,1,74174733a36d958bb76f876ad0048b81ca6b332b1341d5466402828d9573586c,86114,587,705,RGB,JPEG
Yes/IMG_0368.jpeg,IMG_0368.jpeg,Yes,1,c39be75df3aa82412d90b7ab03173f47a85064c4576d9d3559e2bbb859640430,62912,491,586,RGB,JPEG
Yes/IMG_0369.jpeg,IMG_0369.jpeg,Yes,1,d83c0d967ef01bdef67fed72193cba19747f4963888063dbc42c83dba99c6447,85288,660,601,RGB,JPEG
Yes/IMG_0370.jpeg,IMG_0370.jpeg,Yes,1,b0daea7447183486f66e6408d77c81feb77f5c0b3c5e66fd83671d8abe9ea1cf,91907,833,521,RGB,JPEG
Yes/IMG_0371.jpeg,IMG_0371.jpeg,Yes,1,5ac9927407a44e1495afb7b97c5ebe03aca9cbce0140bdb084341cfeaf1c9979,75843,652,526,RGB,JPEG
Yes/IMG_0372.jpeg,IMG_0372.jpeg,Yes,1,215b27e1c3a43d11f73219f55b683fea7eb646a0d6e59f335fb1941b19a7b039,110634,798,620,RGB,JPEG
Yes/IMG_0373.jpeg,IMG_0373.jpeg,Yes,1,4f8a028e236c289eabce311dff3dcdaba696bdf933cf66cb13fdf9286cfeb471,87532,498,731,RGB,JPEG
Yes/IMG_0374.jpeg,IMG_0374.jpeg,Yes,1,d1cd4a32722703626ef180a1ff3fb18c79d0c3f2e5e44d3f9a51ec66b7735a5f,57333,434,491,RGB,JPEG
Yes/IMG_0375.jpeg,IMG_0375.jpeg,Yes,1,fdbfc82b0cf2dc3990705caea1f9adaa7777f1bdeedd605fe4caa7cb02029f43,84183,603,659,RGB,JPEG
Yes/IMG_0376.jpeg,IMG_0376.jpeg,Yes,1,6f9b83b11046d9b988204059a2fcd7d85cd6c52f0ddaa383746bf8581a85b962,90997,599,697,RGB,JPEG
Yes/IMG_0377.jpeg,IMG_0377.jpeg,Yes,1,307387961b42b36e941a87c7fb1d57e087c0483f29ec4d66e4b30527734f96c5,70056,492,640,RGB,JPEG
Yes/IMG_0378.jpeg,IMG_0378.jpeg,Yes,1,ac7459d46e1a3118e4f6ef9fa72c11706a482352ea7002e07fde7dcd3e82f01c,70477,491,636,RGB,JPEG
Yes/IMG_0379.jpeg,IMG_0379.jpeg,Yes,1,eab7632e839fc05fc78355d4ece685f008433bb239d741c51a46097771f18f4a,63059,491,551,RGB,JPEG
Yes/IMG_0380.jpeg,IMG_0380.jpeg,Yes,1,0662532cee88219965ee5f2818ae37407db15894a155e893fcd2c6d699bcafc9,74847,533,582,RGB,JPEG
Yes/IMG_0381.jpeg,IMG_0381.jpeg,Yes,1,06a61b773751df14eca241c38b3864e2d78fb9e59987b1a32b870a09cb60a5eb,80245,752,491,RGB,JPEG
Yes/IMG_0383.jpeg,IMG_0383.jpeg,Yes,1,8db72ce4a259055311e5934282a2d4ab0f63c98dd91d4fd63989dbd9f92a3aec,83480,565,697,RGB,JPEG
Yes/IMG_0384.jpeg,IMG_0384.jpeg,Yes,1,bd346155937e6436548e242f1d59dc7f505bd00a36ac1fc90c180e40dd275fde,82726,741,491,RGB,JPEG
Yes/IMG_0385.jpeg,IMG_0385.jpeg,Yes,1,89b3ba7474135666c0e8c4d552d465cc1370c93585a1f52e42f5d2f3d968b30d,34134,491,272,RGB,JPEG
Yes/IMG_0386.jpeg,IMG_0386.jpeg,Yes,1,1798b7b554c16fb1294006b60ed78c5a210fc7c948e5762fae83961563eff2b0,50063,491,432,RGB,JPEG
Yes/IMG_0387.jpeg,IMG_0387.jpeg,Yes,1,c28e41bc8575b9965c68fd1bbd549748a80b79fbd911276a1ad92157c5104d22,33755,270,367,RGB,JPEG
Yes/IMG_0388.jpeg,IMG_0388.jpeg,Yes,1,402c188ee7f90cdba4a46fe322705ea7af34b290f8d193a21c5c33381a37efca,31484,229,484,RGB,JPEG
Yes/IMG_0389.jpeg,IMG_0389.jpeg,Yes,1,7ca7537885de4b4ddeace5d1367633e891a05ee5c8acf99f759c7808179a0bf8,30007,210,357,RGB,JPEG
Yes/IMG_0390.jpeg,IMG_0390.jpeg,Yes,1,886d1c9768d3900fe1fa26f6cb99abc9cbd93e334f3ba4c26fc56eab678f83be,32419,219,505,RGB,JPEG
Yes/IMG_0391.jpeg,IMG_0391.jpeg,Yes,1,8a3023aea9a854be4e29dc51755c849ae34bc8bd27b51c129f0dd34259f9ffc5,61464,491,491,RGB,JPEG
Yes/IMG_0392.jpeg,IMG_0392.jpeg,Yes,1,44abafaa3b5e1f3761e621ad3c2fc232cc558d458c6f750a093de2911b8faa99,61011,473,491,RGB,JPEG
Yes/IMG_0393.jpeg,IMG_0393.jpeg,Yes,1,57b2b38294a4143ebd30ae4c9465049984023e29043d80e98b35db2b25011a8e,53360,392,538,RGB,JPEG
Yes/IMG_0394.jpeg,IMG_0394.jpeg,Yes,1,79d7d88215c9b3ce341be1b71402798e5e2ec4e96e0e8c332b4a8a6dd5dc43d7,48385,416,467,RGB,JPEG
Yes/IMG_0395.jpeg,IMG_0395.jpeg,Yes,1,139abbb6a68e850e910af504f931d9905226a3bce6b49a19e843168668251e20,63300,572,491,RGB,JPEG
Yes/IMG_0396.jpeg,IMG_0396.jpeg,Yes,1,3426d1542d571f10e238758e42565fea3f0fa3febcf481fae09b4d2722fa1c13,63162,530,492,RGB,JPEG
Yes/IMG_0397.jpeg,IMG_0397.jpeg,Yes,1,191408f9e0afe94b802187f893dd98ef4d411a3e6222b1e3f35a4d64b9e4fc38,54177,491,491,RGB,JPEG
Yes/IMG_0398.jpeg,IMG_0398.jpeg,Yes,1,25600d044c642d528f89421533542723426fc90dc1be914cb119b9fbb01e2238,60407,491,491,RGB,JPEG
Yes/IMG_0399.jpeg,IMG_0399.jpeg,Yes,1,5ffed3d1dc17be90bda2c946c258eda98b64f164df9383a768de02d2c54243d4,23073,187,297,RGB,JPEG
Yes/IMG_0400.jpeg,IMG_0400.jpeg,Yes,1,901499231080d2d24877ada00ec4222f9ace8f71ef36d60db36a3e87dc473f61,35634,265,491,RGB,JPEG
Yes/IMG_0401.jpeg,IMG_0401.jpeg,Yes,1,93e57028f7509104466860733ff61baa0e86d813ee50e727b1bbc367ed4f1801,44658,336,547,RGB,JPEG
Yes/IMG_20231216_131434_364.jpg,IMG_20231216_131434_364.jpg,Yes,1,1942d3f0a58f533c67da24c69c7f81a270c9da55a75f57c1c515f16feaaec52b,13176,176,167,RGB,JPEG
Yes/IMG_20231216_131434_365.jpg,IMG_20231216_131434_365.jpg,Yes,1,dcd92ab5d13b0af97122c2d5fb62da6c31ce31f967fb057426b04313e2a29434,10408,162,129,RGB,JPEG
Yes/IMG_20231216_131434_366.jpg,IMG_20231216_131434_366.jpg,Yes,1,3aef7bb3bc838de68e46dcb847a1ab03125b5df2e3bd2984c6a43487fa3560a4,10358,129,158,RGB,JPEG
Yes/IMG_20231216_131434_367.jpg,IMG_20231216_131434_367.jpg,Yes,1,3469e5ee8dff9b563324b47f734742868b270d899181b94ef66d7553ea03ba25,9715,129,142,RGB,JPEG
Yes/IMG_20231216_131434_368.jpg,IMG_20231216_131434_368.jpg,Yes,1,cb0744296a2ff57beb8c2b205c9220467da24f3b873463e693a8abbb86f07129,10843,140,142,RGB,JPEG
Yes/IMG_20231216_131434_369.jpg,IMG_20231216_131434_369.jpg,Yes,1,070cb8fa7bdbe0241455d6ffc3794cd89a368f179f08a86489b9c0937472fa6c,12817,182,129,RGB,JPEG
Yes/IMG_20231216_131434_370.jpg,IMG_20231216_131434_370.jpg,Yes,1,ec8210face3806aad921245207b6fb2dcce5afc5d0df1c2cb806816a36e9caff,9245,129,129,RGB,JPEG
Yes/IMG_20231216_131700_930.jpg,IMG_20231216_131700_930.jpg,Yes,1,41347103900fb1d504e7bfab93db8e7996926405f9e678c05e52663e29860a5a,11003,155,130,RGB,JPEG
Yes/IMG_20231216_131700_931.jpg,IMG_20231216_131700_931.jpg,Yes,1,5d595c3d50220c5d11e598ec84a9b70f669468b81b037cd8bc25181c4811547e,13036,161,151,RGB,JPEG
Yes/IMG_20231216_131700_932.jpg,IMG_20231216_131700_932.jpg,Yes,1,f329225fe9c72ec7cdc3e8d220ff30aced61f2e8a9f06e779947ce7fc4991030,10534,130,129,RGB,JPEG
Yes/IMG_20231216_133143_621.jpg,IMG_20231216_133143_621.jpg,Yes,1,0baeffe56ce247b692233455eed72c65673fce7e56bb4992bb36dec54d3d83c8,18846,200,184,RGB,JPEG
Yes/IMG_20231216_133143_622.jpg,IMG_20231216_133143_622.jpg,Yes,1,3eb1a7baf162cb5af5ac205965b9a498dbee23928328acf4a227821c6b1245b3,17320,184,173,RGB,JPEG
Yes/IMG_20231216_133143_623.jpg,IMG_20231216_133143_623.jpg,Yes,1,bbfe98de0462c11066d25c077959263dc516334581c8617e23286d225d85074b,16973,172,182,RGB,JPEG
Yes/IMG_20231216_133143_624.jpg,IMG_20231216_133143_624.jpg,Yes,1,e7677fda21de6fc8dacf973b0ddd43d1534f99e7a60313ee88704b781baa17a9,19092,188,193,RGB,JPEG
Yes/IMG_20231216_133143_625.jpg,IMG_20231216_133143_625.jpg,Yes,1,7aa6e19c2ccc28f50ae0caf7e355d26269aa982d3b4633d870bacadfaf7b2330,15462,176,172,RGB,JPEG
Yes/IMG_20231216_133143_626.jpg,IMG_20231216_133143_626.jpg,Yes,1,d755c6f6a38787ed47dd5212b7b457861ae79646c9545a792e1df958a722f24a,16242,173,172,RGB,JPEG
Yes/IMG_20231216_133143_627.jpg,IMG_20231216_133143_627.jpg,Yes,1,b7b4c9dc5cb62127dc52a1edfd8ec30a76ed8de645f51eded3993a107e9acaad,20986,224,173,RGB,JPEG
Yes/IMG_20231216_133143_628.jpg,IMG_20231216_133143_628.jpg,Yes,1,2330e626c64582a45f3b0fb77544852897e0e647fee9ba16de51075f75dc7fba,16712,172,172,RGB,JPEG
Yes/IMG_20231216_133143_629.jpg,IMG_20231216_133143_629.jpg,Yes,1,097aa1e9b5343105b401f7e2c80dea4afa5f52414f12cfc845d73e9ec5bb4045,16257,172,172,RGB,JPEG
Yes/IMG_20231216_140321_540.jpg,IMG_20231216_140321_540.jpg,Yes,1,3b8d7d5e75d3c093e11aaf9ca6f26fcc92914dff3ed2c769a06fd1f541260c7d,14452,172,172,RGB,JPEG
Yes/IMG_20231216_140321_541.jpg,IMG_20231216_140321_541.jpg,Yes,1,6d35caacb23f267d170a03bb491749119ff579536ef838653e467f0e4ccbb69e,18061,172,220,RGB,JPEG
Yes/IMG_20231216_140321_542.jpg,IMG_20231216_140321_542.jpg,Yes,1,2a6a345648601902e93c3803e87de32c44ee8105398c41fdf3fa54eeb200da2d,17423,214,172,RGB,JPEG
Yes/IMG_20231216_140321_543.jpg,IMG_20231216_140321_543.jpg,Yes,1,6ba2a4b54fd0f4a01534bd415d296c9b75e49c68c146217e15db89bf18015a8d,17901,213,172,RGB,JPEG
Yes/IMG_20231216_140321_544.jpg,IMG_20231216_140321_544.jpg,Yes,1,3483e9c7f4c5a95fa0330337a4236b2c880e484b809523376718d4cacb6e2e8e,14779,172,172,RGB,JPEG
Yes/IMG_20231216_140321_545.jpg,IMG_20231216_140321_545.jpg,Yes,1,7c7277afd413ba9a7ba2ef4f5f399580357655b94ec04e66dbcc88f35876ed41,16660,173,194,RGB,JPEG
Yes/IMG_20231216_140321_546.jpg,IMG_20231216_140321_546.jpg,Yes,1,37ca92c449f35df88a52c38f4adfde81a01e72db545e40c4752894baef6bb90c,16805,172,196,RGB,JPEG
Yes/IMG_20231216_140321_547.jpg,IMG_20231216_140321_547.jpg,Yes,1,bbd9e62e24a24783ba8dc812cca5d8eec76c6dd63e411893f3ac113127fcb5ed,14441,172,172,RGB,JPEG
Yes/IMG_20231216_140321_548.jpg,IMG_20231216_140321_548.jpg,Yes,1,8bdd5abf6accdfce0eb0c9f60b29dbfe0f3448947502515f533a036029841509,14319,172,172,RGB,JPEG
Yes/IMG_20231216_140321_549.jpg,IMG_20231216_140321_549.jpg,Yes,1,d1d268895f79210d679375aad862e5bd470b6dd0dbf10542001290c833c35095,15140,172,172,RGB,JPEG
Yes/IMG_20231216_140321_550.jpg,IMG_20231216_140321_550.jpg,Yes,1,b03bb9b752409e27ce161c131370746ebc4d4e5d7a49cbb3d2593a640670b061,14961,172,174,RGB,JPEG
Yes/IMG_20231216_140321_551.jpg,IMG_20231216_140321_551.jpg,Yes,1,687cbae31fd33629fe932e1ed63c00eb317afa6c338fee8786ff379b8279c54a,20518,251,172,RGB,JPEG
Yes/IMG_20231216_140321_552.jpg,IMG_20231216_140321_552.jpg,Yes,1,70f343326d1d41a2a4041038e0eff4f4ba3ad89a4d6eb18656be740291a06cb4,14910,172,173,RGB,JPEG
Yes/IMG_20231216_140321_553.jpg,IMG_20231216_140321_553.jpg,Yes,1,cd9ce8ddf4b02f72e3e02f760f2140878e444e26747e411ad6c49f85e8f3eef3,16964,195,172,RGB,JPEG
Yes/IMG_20231216_140321_554.jpg,IMG_20231216_140321_554.jpg,Yes,1,4a0c454be60519468850d3e449e2b9453e65562ddadf856879daef68857509be,16618,172,186,RGB,JPEG
Yes/IMG_20231216_140321_555.jpg,IMG_20231216_140321_555.jpg,Yes,1,4fc89dac387e7ede9f9f643bbc556582e5544eb8fcedceb782f79cb014961d9a,16412,178,172,RGB,JPEG
Yes/IMG_20231216_140321_557.jpg,IMG_20231216_140321_557.jpg,Yes,1,75ef035a5b986ee63609833f354a1c9b2e2377e98e75127e660b3dac31a6b010,12697,125,173,RGB,JPEG
Yes/IMG_20231216_140803_101.jpg,IMG_20231216_140803_101.jpg,Yes,1,efa0c140dd6151fc854e047e8c76f3dcbf59317876214c6030494a42cef6c00d,13580,172,172,RGB,JPEG
Yes/IMG_20231216_140803_102.jpg,IMG_20231216_140803_102.jpg,Yes,1,411a1fa3a22a620f35d99ef739358523232f6ace2355ce301586c2a1311621ef,14035,172,172,RGB,JPEG
Yes/IMG_20231216_140803_103.jpg,IMG_20231216_140803_103.jpg,Yes,1,cdbaf0a8cbe4bbdf9bceebfb981047b1745e419d22a39cd90582704abcb8a2ae,14928,174,173,RGB,JPEG
Yes/IMG_20231216_140803_104.jpg,IMG_20231216_140803_104.jpg,Yes,1,1009077a2aff6a4082d3047fdae0a0ca037326fabb9d7b39754ad67e5626b673,14488,172,172,RGB,JPEG
Yes/IMG_20231216_140803_105.jpg,IMG_20231216_140803_105.jpg,Yes,1,0a0c2d29f6aeb3727823170af1dcb98394b7418627b201702609242c4d22d8e9,16468,202,173,RGB,JPEG
Yes/IMG_20231216_140803_106.jpg,IMG_20231216_140803_106.jpg,Yes,1,a38900d955759589043f0f37d9e599e72f6471a5c10da3ab629d1bd93ba7aff7,11307,185,124,RGB,JPEG
Yes/IMG_20231216_140803_107.jpg,IMG_20231216_140803_107.jpg,Yes,1,924fa87f43cd648d3785016630d484f3cbe8df58f63d1bcd7099665985c11911,12294,190,124,RGB,JPEG
Yes/IMG_20231216_140803_108.jpg,IMG_20231216_140803_108.jpg,Yes,1,9fb44c1e42caa95afc2f0b2dc006e0f64c6beb921e4f5272a9e10bccfc50dac5,9533,144,125,RGB,JPEG
Yes/IMG_20231216_140803_109.jpg,IMG_20231216_140803_109.jpg,Yes,1,f54a99189e85a51ef9fa481c512e6f6ed6298a1cb3088d819fbb1b3237832283,8761,125,125,RGB,JPEG
Yes/IMG_20231216_140803_110.jpg,IMG_20231216_140803_110.jpg,Yes,1,99384e8636f3860d1e80a69df5ab8dcea934997365cc42971a76a885fc39edfb,9365,134,124,RGB,JPEG
